,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage Gelderland,Dike Investment Costs Gelderland,Expected Number of Deaths in Gelderland,Expected Annual Damage Overijssel,Dike Investment Costs Overijssel,Expected Number of Deaths in Overijssel,RfR Total Costs,Expected Total Evacuation Costs
36,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,3,10,1,3,4,7,1,9,0,4,0,0,0,0,132450570.6,409278410.8,0.005262349,79031378.33,9695195.362,0.004067589,151900000,3202.459635
37,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,4,1,3,3,0,1,2,3,1,0,3,0,1,159287799.2,280886118.7,0.007988017,0,73488635.16,0,151900000,1395.567849
38,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,4,6,3,4,7,6,0,7,2,7,0,0,0,0,0,489421981.5,0,39333940.17,22585050.27,0.016909644,327000000,0
39,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,0,1,6,2,2,7,3,1,1,2,4,0,37349216.12,245540399.1,0.002008757,0,85949980.69,0,199900000,962.7959654
40,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,5,1,6,0,3,3,1,3,7,0,0,0,7,7109621.445,236315253.8,0.000389071,64179565.16,68421098.33,0.003318704,236500000,2110.096611
41,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,7,4,5,2,4,7,0,1,9,0,5,0,0,0,1,41409299.59,458653993,0.004142567,17336771.53,36105985.77,0.000792471,273100000,1423.33754
42,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,7,7,2,7,3,1,5,3,1,1,5,2,0,0,1,0,485322508.8,0,30704435.99,51774778.63,0.001928817,357700000,746.7008458
43,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,6,4,1,7,0,6,0,9,0,4,0,1,1,0,3003940.936,314396562.4,0.000202425,51584664.21,60625166.56,0.003051597,261300000,1321.325126
44,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,4,2,1,4,1,0,2,0,5,1,0,0,7,0,233812017.5,0,1815835.507,62739391.33,0.000433785,594200000,0
45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,5,3,5,7,1,3,1,2,5,1,0,1300023.852,393629573.8,7.31E-05,0,90125478,0,169200000,33.0571566
46,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,9,6,0,0,5,6,6,6,5,0,3,1,0,0,353437448.1,0,8137636.02,84171606.76,0.003589817,115300000,0
47,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6,3,7,0,2,3,2,8,0,0,3,0,0,1,0,369302950,0,61143540.96,33490621.78,0.023660792,236500000,0
48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,5,3,3,2,0,0,7,1,5,3,7,0,5,0,0,3802650.704,299736098.9,0.000208819,0,60904260.62,0,61400000,97.40042366
49,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,2,2,2,0,4,6,2,8,7,0,3,1,0,0,132450570.6,284287388.1,0.006577936,31594199.95,49993794.16,0.002066708,182600000,1422.485402
50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,6,0,0,3,7,5,7,1,5,3,1,0,22000741.69,271555072.4,0.007493521,0,94784867.04,0,30700000,0
51,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,4,3,1,2,7,3,7,7,0,5,1,0,3,0,12245189.55,405760197.3,0.000646008,22573504.58,48897403.82,0.001251607,213300000,662.7990155
52,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,7,1,0,2,0,6,0,2,2,0,0,0,11706512.56,248673989.4,0.003628439,247509288.5,15173808.63,0.037629991,199900000,3728.048311
53,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,7,9,7,1,0,1,0,9,0,2,2,0,0,0,0,360009914.8,0,100891499.1,15173808.63,0.042119218,297900000,0
54,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,5,2,7,4,0,0,6,1,6,0,0,0,0,26644988.66,278800891.6,0.022514455,0,19337348.35,0,478900000,0
55,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,3,0,4,5,5,0,0,5,6,6,2,5,0,3,0,0,0,280374648.2,0,0,49521761.17,0,908600000,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,3,0,5,4,2,1,5,0,2,6,1,6,7,58695550.54,347253205.2,0.003307057,6450735.529,143392431.2,0.000185788,0,1502.938799
57,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,0,1,3,0,1,0,7,7,6,6,6,7,7,9441911.354,185704382.6,0.000627026,0,212404745.2,0,230600000,231.5405626
58,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,3,5,5,3,7,0,0,9,3,6,0,0,3,0,26644988.66,407635471.1,0.022514455,0,52726253.68,0,394300000,0
59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,1,7,5,3,0,0,0,4,7,0,3,1,17168996.38,269968151.2,0.00118589,22277528.84,84052461.68,0.000986383,205800000,1113.882254
60,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,7,4,2,0,4,3,1,6,1,5,0,0,2,2,0,311125999.8,0,44520873.53,74841206.41,0.018617653,400400000,0
61,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4,2,5,0,1,7,6,6,7,1,7,0,3,2383080.548,250978235,0.002025194,0,122409672.5,0,563500000,0
62,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,6,0,0,4,0,0,2,4,7,3,0,6,7,1,2,0,206347606.9,0,0,134327542.5,0,176700000,0
63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,10,5,7,6,5,0,9,1,5,6,7,0,0,0,628395397.4,0,5776552.008,77359066.16,0.00054293,84600000,87.29051385
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,7,3,0,1,2,0,4,0,1,7,272829815.2,317358760,0.091278587,16479509.16,88442040.2,0.007025201,0,0
65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,6,0,0,2,7,7,0,1,1,2,0,1,264901141.2,239257481.1,0.087705816,15292699.05,67213352.52,0.005317012,61400000,0
66,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,3,0,0,1,0,4,7,6,0,3,1,0,75688798.05,149420099,0.064882127,0,88229629.43,0,546500000,0
67,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7,0,5,2,7,0,0,1,9,0,5,0,0,0,1,51974438.03,319948915.6,0.01568301,59062103.18,36105985.77,0.008717383,236500000,1407.80402
68,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0,6,2,1,7,0,2,1,0,0,1,2415517.329,243328223.7,0.00207512,77773395.02,39129449.39,0.032193808,236500000,0
69,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,5,0,7,0,0,0,6,5,4,7,1,0,0,40495082.68,193225942,0.010290849,0,66872261.99,0,478900000,448.257181
70,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,3,0,1,2,0,0,4,7,5,6,4,14776986.56,159206301.7,0.006584075,11604770.05,158628149.3,0.002758506,279200000,0
71,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,7,1,0,2,0,6,0,2,2,4,1,3,0,214706046.1,0,14326942.39,113093680.6,0.001286126,146000000,225.0113277
72,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,2,3,3,0,7,0,2,6,7,7,3,3,0,0,22803590.32,267169140.4,0.002878864,16275272.04,76187288.99,0.001076945,279200000,776.5040275
73,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,6,2,3,5,7,2,2,1,7,0,5,6,0,0,2,0,453576691.8,0,17567075.96,53535983.62,0.000804067,273100000,543.8510943
74,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,0,6,2,1,0,4,3,0,4,2,6,0,59525900.98,220004778.5,0.004866938,0,89828130.45,0,199900000,1370.169671
75,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,3,4,7,7,0,7,2,6,4,0,0,0,0,422089743.6,0,117133482.8,33478544.82,0.050547772,290400000,0
76,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,3,5,1,3,4,7,1,5,3,0,0,3,0,0,132450570.6,348328032.6,0.005262349,0,38804933.74,0,151900000,827.5961001
77,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2,5,2,0,5,6,1,10,0,4,0,0,0,0,0,349449064.5,0,100503628.7,9695195.362,0.042014756,485000000,0
78,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,2,4,5,4,7,0,3,7,106935960.5,138918173.7,0.056039084,2146256.931,121067048.6,0.000916018,151900000,0
79,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,7,4,0,5,6,5,4,5,3,1,0,0,0,285694828.5,0,160407736.8,58831752.81,0.025234321,115300000,2309.077739
80,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,1,1,3,3,0,1,4,0,5,0,0,0,1,159287799.2,268506303.3,0.007988017,42262431.16,36105985.77,0.002159779,151900000,2669.086764
81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,4,7,3,1,0,2,2,7,0,5,5,0,0,0,0,356585622.6,0,246590223.8,24162426.95,0.10445208,61400000,0
82,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,5,0,3,0,2,1,6,7,3,7,2,7,0,17024279.08,180422112.1,0.001136916,0,119757072.3,0,357700000,353.9574765
83,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,5,0,1,7,2,1,5,2,2,3,3,0,0,21831762.77,316541583.7,0.009777859,8137636.02,55194767.34,0.003589817,146000000,0
84,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,6,4,2,3,0,0,2,6,4,0,2,6,1,1,2,0,309523003.9,0,35433158.52,101218561.1,0.001542309,61400000,1087.461195
85,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,5,5,3,7,1,6,9,1,5,1,0,0,0,132450570.6,418066554.4,0.043852908,0,25500406.6,0,394300000,0
86,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,2,7,7,0,2,0,1,0,2,3,0,0,2,264901141.2,247204655.1,0.010524698,54620667.99,43951308.83,0.002714103,61400000,3314.056923
87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,7,1,7,1,0,6,1,2,0,4,0,0,85545670.39,474293561,0.07368309,3505519.513,47280540.54,0.000886785,84600000,0
88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,3,7,6,10,7,4,3,0,0,0,43034172.65,285430645.1,0.006917551,184704775.2,38761038.96,0.028817355,84600000,3215.771493
89,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,3,6,6,2,0,0,0,7,0,0,0,3,0,0,130090831,262097158.7,0.013272464,15090829.95,30351526.04,0.000430588,339000000,3247.49704
90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,4,0,5,7,1,2,5,0,2,6,1,0,7,36290464.98,416255521.3,0.020700694,66046340.52,91534272.64,0.026374766,30700000,0
91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,2,7,7,1,1,6,2,0,3,1,0,0,73593336.87,449652676.8,0.007270664,112494119.3,41410292.95,0.005882394,84600000,4909.337544
92,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,7,2,3,0,6,6,2,8,3,5,6,0,0,0,0,380100465.8,0,39333940.17,37164121.52,0.016909644,660100000,0
93,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,7,9,3,6,0,1,1,9,0,4,1,2,0,0,2387135.146,496439150.2,0.002031434,49061050.55,44503474.46,0.019247324,146000000,0
94,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0,4,2,0,0,0,1,1,6,0,2,1,0,0,0,71580268.41,165335849.5,0.004480179,8186013.325,14092235.3,0.000378367,625800000,2039.261204
95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,10,5,7,7,6,0,9,0,6,1,0,0,0,0,552480365.3,0,100503628.7,20319063.21,0.005041771,121200000,3037.398813
96,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,7,0,0,0,6,4,4,1,7,0,7,19877866.06,141969451.2,0.011972194,0,129160598.4,0,557600000,0
97,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,5,7,0,0,0,1,9,7,0,0,0,0,0,50712527.21,237599523.3,0.005159872,75963217.5,14261651.78,0.003923216,236500000,3355.311552
98,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,2,1,0,0,7,10,6,5,3,1,0,1,38469333.62,221730594.9,0.011529222,18801536.49,89290902.46,0.002953888,236500000,668.912315
99,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,7,0,5,3,0,2,5,4,3,6,5,0,7,0,0,320034522.2,0,88533226.12,81545422.27,0.005762257,92100000,2128.334907
100,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,7,6,1,8,7,0,2,1,0,0,143450941.4,291140700.7,0.047599668,24609381.36,48575133.5,0.010725836,182600000,0
101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,7,0,2,3,1,9,7,2,4,0,0,0,5961030.894,326882301.6,0.005205385,264741498.8,36656511.13,0.114844944,84600000,0
102,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,0,0,5,0,1,9,7,4,0,0,0,0,111334018.6,246512781.7,0.067270976,38915204.1,26527642.36,0.016814437,205800000,0
103,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5,6,1,3,0,0,6,0,5,4,0,0,1,53480168.24,258732659.7,0.045128753,6752822.02,47574787.31,0.002061123,357700000,0
104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,4,3,5,0,0,2,7,4,0,2,6,1,7,4,5853256.281,311817441.3,0.00060474,16908342.87,135204672.9,0.000563217,30700000,663.4973061
105,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,6,2,0,8,0,6,0,5,4,0,21831762.77,205846761.5,0.009777859,7763610.925,88746146.97,0.001801933,486700000,0
106,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,6,3,6,0,1,0,9,3,2,2,3,0,0,0,328144454.8,0,0,55588006.85,0,267200000,0
107,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,3,5,1,0,0,0,0,7,0,2,0,0,0,0,226670118.7,174454771.7,0.013443382,0,7332080.22,0,498500000,2955.048328
108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,6,6,6,4,5,0,0,0,1,48971742.47,243483952.4,0.021962032,145884098.7,47393426.91,0.06324639,84600000,0
109,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,3,1,1,3,0,9,3,2,2,0,0,0,0,240259713.1,0,265599678.4,25236480.8,0.013829417,284500000,7932.429396
110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,9,7,7,1,1,8,0,1,3,0,7,0,278486972.6,443720413.4,0.099271923,1200970.132,59256581.73,0.000267704,121200000,0
111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,5,0,8,0,4,0,10,3,5,1,0,1,0,36195154.27,304280061.5,0.014974893,156991293,54003390.21,0.068197738,30700000,0
112,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,7,6,6,1,1,6,0,7,0,0,6,0,377126456.2,0,177066452.2,70307244.27,0.076830096,115300000,0
113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,5,2,0,7,3,6,1,3,0,0,1,7,7,6164822.971,411519213.7,0.002837709,47954939.13,137016768.5,0.02091379,30700000,0
114,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,3,10,7,1,4,0,0,9,0,3,0,0,5,0,26508031.1,379610259.3,0.003345547,22442916.06,45130083.54,0.001243388,351800000,1018.851768
115,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,7,3,5,3,0,0,0,4,0,1,7,2,0,0,130090831,319245536,0.013272464,7322294.411,48648014.9,0.000279158,339000000,2976.225342
116,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,2,2,1,6,3,0,4,0,2,6,0,0,3,3082411.486,352520955,0.000170263,168326582.7,51144940.88,0.008423192,115300000,5155.363438
117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,5,3,3,0,0,6,0,0,4,2,0,0,325704327.6,257848803.6,0.01668244,5406376.779,37273425.33,0.000222195,121200000,3119.220571
118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,3,2,1,9,2,2,3,0,0,0,40519050.14,298053449.8,0.029247741,256369927.2,24843241.29,0.11094098,84600000,0
119,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,4,3,1,3,2,0,4,0,0,0,0,55412237.43,288348724.3,0.003637773,190194516.9,9695195.362,0.009780381,169200000,7070.122351
120,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,6,2,3,7,1,3,52310043.49,109721886.9,0.033683824,0,148197981.5,0,267200000,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,1,0,7,1,1,6,1,5,0,2,0,0,182986725.6,298523764.8,0.009359684,18482886.56,45346031.36,0.000976981,0,2535.413534
122,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,5,1,1,0,1,1,5,6,5,4,3,1,8,9589876.677,251877575,0.004353889,0,153637281.6,0,146000000,0
123,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4,5,0,0,7,0,5,9,7,4,0,0,0,0,65541097.5,313649720,0.03989172,43207717.96,26527642.36,0.018646474,236500000,0
124,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,3,0,0,0,6,2,0,1,0,3,0,7,1,1,7,1,0,163751566.6,0,4455762.567,125757871.1,0.000127681,690800000,149.2574198
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,0,0,4,0,6,2,1,4,0,1,0,146925757.9,250093544.7,0.050563638,97937257.97,49852872.66,0.042462975,0,0
126,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,5,0,2,1,2,0,6,4,4,7,3,4,0,28277194.91,193443563.9,0.001517638,0,106713365.1,0,504600000,729.4001674
127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,9,4,3,1,0,0,0,124624476.1,124106876.1,0.009031767,150158405.4,27361462.97,0.007728305,30700000,7515.468011
128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,1,1,3,0,9,0,4,0,0,4,0,292244882.3,189202511.5,0.011980737,13128064.66,43072311.92,0.00056077,30700000,2780.365027
129,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,4,0,0,0,4,4,5,6,2,0,0,142195160,196261926.9,0.115976438,3004436.516,66965208.81,0.001316218,339000000,0
130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,5,1,5,0,0,4,1,120160485.7,159550019.1,0.065724018,51683599.89,79783742,0.021881941,30700000,0
131,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,2,1,5,3,2,2,1,0,6,5853256.281,203129846,0.005039498,106080311.6,91923553.12,0.046330025,284500000,0
132,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,4,4,0,0,2,5,4,3,6,4,1,0,0,0,23868668.62,274371695.7,0.010633951,69967651.3,33292100.84,0.030102633,485000000,0
133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,0,4,2,7,3,1,0,6,0,4,4,2,0,0,49516717.63,367411452.4,0.004929218,30347859.57,48363277.15,0.001321102,30700000,1991.256307
134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5,0,3,7,0,6,0,3,4,0,3,0,0,113494693.2,296755402.3,0.078554508,12793762.89,49528357.01,0.005640939,217800000,0
135,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,3,0,1,1,3,0,1,0,6,0,6,6,6,4,0,9441911.354,218947534.5,0.000627026,11864973,109090063.1,0.000344122,581600000,625.3918944
136,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,7,7,2,4,6,0,1,1,9,7,5,0,2,0,0,0,427606084.5,0,55448659.68,55843668.59,0.008792826,261300000,792.7842162
137,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,10,0,6,0,1,1,6,0,4,2,2,0,0,147150587.8,297555125,0.051339613,7209843.164,45660227.26,0.002900141,151900000,0
138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,4,0,1,5,3,3,6,3,0,2,316831686.2,157412830.4,0.017396874,0,94055672.68,0,30700000,2365.130721
139,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,7,5,3,6,6,3,1,7,1,5,3,7,0,0,0,432475495.3,0,5776552.008,72302863.66,0.000180977,199900000,180.0366848
140,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,5,2,0,5,2,0,1,1,7,3,0,0,0,2554584.64,286659127.8,0.001177326,118446736.5,32130168.08,0.050512515,236500000,0
141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,2,6,0,7,2,0,8,3,3,0,0,0,1,11706512.56,431758524.6,0.010078996,228819338.7,42840559.09,0.099394808,30700000,0
142,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,1,7,3,5,0,3,2,2,2,0,1,0,12154432.69,370508988.3,0.005511507,187681730.9,48597824.64,0.081512523,115300000,0
143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,5,0,4,6,0,9,0,6,4,0,0,0,0,298715473,0,246590223.8,24447158.3,0.01253425,84600000,7415.611949
144,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,2,1,2,0,0,0,6,1,2,1,0,0,3,81440093.38,185148623.7,0.023772113,23913246.04,51246105.4,0.003658345,454300000,1203.435303
145,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3,0,0,1,0,2,7,7,4,2,7,3,0,44056523.21,173444764.4,0.024817375,0,119731407.7,0,569600000,0
146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,2,7,2,2,6,0,3,1,0,0,0,30229416.18,299382166.4,0.00292085,245241536.8,15444563.07,0.015576911,84600000,6511.911324
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,1,1,2,4,1,0,0,0,7,6,157127231.5,273968691.1,0.061670194,29244875.83,101467024.7,0.010562722,0,0
148,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,10,7,1,7,0,3,0,0,1,0,0,0,0,145782694.7,398461697.3,0.019810263,84233844.16,6320800.31,0.012553406,151900000,1773.717409
149,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,7,7,5,9,4,0,0,4,286667718.7,131489879.7,0.03504017,0,81427647.42,0,182600000,1075.646932
150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,1,3,4,0,1,6,0,3,0,0,0,0,205807990.9,303515963.4,0.104321102,51899826.57,8453407.697,0.022119741,121200000,0
151,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,2,1,0,5,1,3,0,0,0,0,98185072.62,278093543.3,0.067156321,173250078.3,15063068.18,0.074845269,169200000,0
152,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,3,1,0,3,0,6,9,3,2,0,0,0,0,36828769.06,336599207.8,0.025450126,256369927.2,16563094.68,0.11094098,61400000,0
153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,2,0,0,5,0,4,5,3,2,0,0,0,21712780.99,186348161.8,0.001207931,251755051.6,30661862.77,0.013054668,340700000,8098.553548
154,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,4,3,4,0,0,2,3,4,0,0,4,0,116966499.7,251731010.4,0.03597221,2146256.931,52553947.52,0.000329767,595100000,1220.20761
155,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,6,5,1,2,6,0,5,3,0,0,4,23235436,374626326.4,0.019857123,157826693.2,54445733.69,0.065940401,115300000,0
156,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,7,2,5,7,4,2,2,4,0,0,7,3082411.486,356102474.6,0.001418855,176305949.3,70457173.99,0.076229394,115300000,0
157,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,3,7,6,7,7,7,7,17164121.71,104734290.5,0.001033861,0,223102091,0,146000000,431.839344
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,4,1,10,0,0,3,1,231341797.3,118828039.7,0.134360718,8496502.568,85445761.14,0.003618312,0,0
159,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,1,2,0,7,0,6,5,4,0,1,0,264901141.2,210598544.8,0.087705816,76187126.38,65195205.37,0.033103884,61400000,0
160,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,7,6,7,1,2,4,0,3,0,0,0,0,40368214.55,445353957.9,0.034682877,95831050.35,8453407.697,0.040113372,205800000,0
161,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,7,2,2,2,2,5,1,5,6,0,0,0,2415517.329,296937835,0.00207512,119346845.2,33165552.61,0.050930308,538900000,0
162,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,3,0,5,7,0,2,0,0,0,1,38405636,238613844.6,0.031927573,73792444.52,32369294.31,0.031159326,577200000,0
163,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,3,0,3,1,1,1,0,2,0,5,3,6,1,0,0,0,3003940.936,209218963.7,0.00016194,263582003.5,30927417.45,0.013716508,563700000,7953.300124
164,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,1,0,7,2,0,3,7,7,0,0,0,9664206.085,177319753.7,0.004419584,101378410.1,44184470.68,0.043669902,928200000,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,6,3,0,0,2,6,0,2,1,0,4,0,132362369.3,354102550.9,0.10715105,41875270.72,47469351.86,0.016311826,0,0
