,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage Gelderland,Dike Investment Costs Gelderland,Expected Number of Deaths in Gelderland,Expected Annual Damage Overijssel,Dike Investment Costs Overijssel,Expected Number of Deaths in Overijssel,RfR Total Costs,Expected Total Evacuation Costs
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,7,4,3,6,3,0,3,0,0,219821126.658628,222709832.84474427,0.08238698210011586,0.0,53279532.76548112,0.0,0.0,0.0
95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,6,1,5,0,2,0,2,4,4,0,1,0,103628562.46268381,264136316.72749138,0.08887962959783051,24831223.270733625,54599096.782676876,0.010729627233388658,121200000.0,0.0
96,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,5,2,0,3,1,0,1,4,0,3,2,2,0,2,2,5214224.771595695,235791866.8225087,0.004439766878380092,118558008.81693059,82309885.81655166,0.051632307061410546,837700000.0,0.0
97,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,3,2,2,4,1,2,6,5,1,7,4,7,0,0,1,0,2749082.776820146,382083511.6188061,0.00015005784887141903,19734623.42108307,51045603.664382175,0.0010208723195618817,1592300000.0,663.1338991797726
98,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,2,0,1,0,0,5,3,6,2,1,0,4,0,0,0,63514094.20496563,220554978.46681133,0.003395049144085705,14063615.34734003,16347288.792964684,0.0007257481832395885,629400000.0,2063.464433489745
99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,1,0,5,2,6,7,0,1,3,0,97863763.46467872,170073836.5379812,0.008274092659816093,0.0,86459449.62587187,0.0,205800000.0,2226.218932002061
100,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4,0,0,7,0,7,0,5,5,6,0,6,0,4,0,20346216.04362792,276784378.91416425,0.017171653391708622,86005927.30811565,61361325.77448529,0.03718275106994287,581600000.0,0.0
101,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,2,2,5,0,7,0,0,10,7,4,3,1,0,5,1,19982402.049496725,304254494.9092213,0.010968929673207648,0.0,93655575.97923425,0.0,1378100000.0,0.0
102,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,6,1,3,7,0,1,5,2,6,1,1,0,3,0,20730236.63235637,369185304.3542569,0.01776273847296454,99464153.40908769,58667424.19320792,0.04308835120506099,333100000.0,0.0
103,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,5,1,6,7,2,5,5,7,7,0,2,3,0,2,2,0.0,495299706.2926861,0.0,35145486.06935637,73446483.87686521,0.013405893635208454,485000000.0,0.0
104,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,0,1,0,0,2,7,4,6,2,7,1,0,3,2,66159606.88074931,248531972.73283005,0.004417652856589298,33684356.631701976,91992316.538772,0.00216369631331307,248500000.0,2194.1932962332444
105,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,6,4,6,4,2,5,0,7,1,3,4,0,0,2,0,34667490.39571733,439136347.9760985,0.004406530141202276,28779686.907893904,46755060.931623325,0.0018680048951378397,538900000.0,1283.2711873164158
106,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,4,7,4,2,0,3,7,1,0,6,1,10871061.561851671,298421593.1887958,0.004956530549906599,83956757.77188978,103975690.05079812,0.036227149888969634,199900000.0,0.0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,4,0,3,1,1,5,1,7,6,7,1,0,85433490.54331364,353287681.7132434,0.07359778322059674,2902486.6198074482,113407463.74502313,0.0007350575297466933,0.0,0.0
108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,3,2,3,5,10,6,1,0,6,0,2,0,2848318.669545421,407048256.1433824,0.00016058286779682693,133704106.9997072,46915578.31540937,0.006711850153463372,84600000.0,4079.159671598901
109,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2,2,0,1,0,0,1,7,8,5,1,3,0,0,0,0,52500332.63642946,239531826.7704721,0.0035288135070073953,32925778.554230094,15063068.18035096,0.0021147249518571653,928200000.0,1889.6531806841244
110,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,1,1,0,0,0,1,6,2,1,1,6,0,0,0,67778731.95355408,204738900.2023075,0.03242376188783718,15170083.112495743,26318922.396294314,0.006355645558524777,454300000.0,0.0
111,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,5,6,0,0,6,1,0,6,3,4,4,2,0,0,0,28966969.45127468,299631507.4852873,0.018501362534922634,9259326.40263016,30378292.810811117,0.003947502750011647,999100000.0,0.0
112,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,7,1,3,7,5,2,5,2,6,0,3,0,3,0,20974613.37063812,447452427.4469795,0.0021766660229607417,33337982.700039387,53279532.76548112,0.0017194112530197186,508200000.0,1437.5322241808049
113,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,3,3,4,0,6,2,4,3,4,0,0,0,55343237.70762665,296776738.2583769,0.04701674532543569,28127230.69468006,31630618.60460236,0.012095803053993142,411600000.0,0.0
114,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,2,3,1,6,0,4,3,1,4,0,0,1,0,10,2,0.0,329335813.4720688,0.0,39177438.39129887,103088721.51453663,0.001963883960737095,267200000.0,995.446153429462
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,3,6,1,4,1,0,6,3,1,0,87998974.98723572,333038996.1745175,0.039354341507880156,0.0,77381420.44539936,0.0,0.0,0.0
116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,6,4,4,6,0,4,5,0,5,0,0,0,0,97508922.07755308,362343143.54090536,0.009943704874639438,202112506.88406876,11068771.68625446,0.010391891743560328,84600000.0,8114.169302580231
117,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,6,3,3,0,4,0,0,0,136780450.8180143,169386746.14305463,0.07770948115644973,0.0,19176830.963968083,0.0,641400000.0,0.0
118,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,7,0,1,5,0,5,6,3,2,5,0,1,3,88102655.0295724,300203130.81248486,0.05604071306113844,0.0,86082627.68540862,0.0,290400000.0,0.0
119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,7,1,6,1,6,5,7,6,3,0,5,0,56096829.03766289,436727726.052566,0.048176674260556406,67410892.08049293,79945965.3228372,0.029019388054005564,84600000.0,0.0
120,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,7,1,0,0,2,4,1,4,5,3,1,0,60587167.71907692,209363399.63120413,0.05150223455472232,0.0,87485016.15318222,0.0,800900000.0,0.0
121,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,2,6,2,2,0,1,0,1,2,4,2,2,0,3,1,89862032.40174255,277883931.5982508,0.07435947300501547,0.0,85095832.53482379,0.0,847200000.0,0.0
122,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,3,7,4,4,7,1,7,4,0,4,6,0,7,0,28947030.110830363,463644969.6662976,0.024821387717411554,3650232.2316784845,68285732.26560152,0.0008319652720403276,629400000.0,0.0
123,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,5,1,6,7,4,0,0,4,0,5,4,1,0,2,0,34667490.39571733,334153604.0353354,0.029376867608015163,28779686.907893904,58668493.00762646,0.012453365967585598,587500000.0,0.0
124,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,5,2,4,0,2,7,0,2,4,1,0,3,1,8099222.347565891,333271957.6220166,0.005857640653929505,99117601.10930535,83477859.69889663,0.04265407621197952,199900000.0,0.0
125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,1,1,5,6,7,4,5,1,0,0,0,0,3,0,0.0,472526827.9784832,0.0,100068352.54470041,30351526.042379983,0.03832193726947096,371400000.0,0.0
126,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,2,0,1,5,5,1,1,0,10,4,4,0,2,2,26636138.761790037,311700446.6233616,0.01850088244018823,30035405.508755088,106543071.10514243,0.012935508292951278,236500000.0,0.0
127,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,5,0,1,0,5,9,2,7,7,4,0,0,0,2,0,14819961.13732634,363586818.08191967,0.006608868590960786,0.0,37273425.32982029,0.0,1293500000.0,0.0
128,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,4,5,1,3,0,0,6,6,2,1,0,5,0,0,0,0.0,304653940.69095325,0.0,128438918.64066571,17767801.395336673,0.006516527593681771,423600000.0,3863.9713802437695
129,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,5,1,4,6,0,6,9,7,1,0,6,0,2,0,0.0,411396349.51278406,0.0,18248752.289545167,46915578.31540937,0.007102724050465945,629400000.0,0.0
130,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,2,5,7,3,6,0,3,0,130116181.09352516,125190679.38201924,0.071948295315099,0.0,72920827.97860104,0.0,544800000.0,0.0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,1,0,1,7,5,0,5,7,7,0,1,56096829.03766289,244447635.98127124,0.005781200911266769,11050737.598001765,103809041.48605047,0.0003153417781246435,0.0,1540.6576066400503
132,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,3,4,5,3,5,3,0,0,3,0,0,0,5382380.412029492,306990035.2307983,0.0005638310758753454,97138718.30472496,8453407.696608048,0.004632703839321794,423600000.0,3084.0415297361046
133,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,6,2,3,0,4,0,0,0,119387108.61572523,202990705.54543117,0.06308044484867303,0.0,19176830.963968083,0.0,726000000.0,0.0
134,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,1,1,4,0,1,1,1,2,1,7,6,0,0,0,19718027.803094625,270491253.0358332,0.01688143980077477,127113754.75027421,37537823.96587316,0.05433954244381618,587500000.0,0.0
135,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,3,5,3,6,4,7,6,6,1,54038312.252719864,159933908.12126154,0.024100030718331375,0.0,171417708.1147053,0.0,490900000.0,0.0
136,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,4,1,5,2,0,0,1,7,1,1,2,5,0,1,3,22770628.997681946,274160172.65961426,0.01612569974954571,58141345.096385986,82571976.51704341,0.02485244070942829,710400000.0,0.0
137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,5,2,4,5,5,1,4,2,0,3,1,7734895.75199717,380004272.3044466,0.00358646345070137,99729697.780478,83064747.01448886,0.04213527705708638,84600000.0,0.0
138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,7,1,4,1,5,1,4,3,3,0,2,0,56096829.03766289,385683292.0711049,0.048176674260556406,122567060.66805361,57637786.284151725,0.053279393775778144,84600000.0,0.0
139,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,3,6,4,3,7,3,5,5,1,6,2,0,4,0,0.0,448880749.3093467,0.0,92225495.09474802,61990732.53569047,0.005821403950735971,333100000.0,2229.6309633082165
140,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,2,1,8,0,4,1,6,2,0,7,0,0,2,2,14433000.656579435,354082124.11936647,0.012332693797939472,34191856.976999834,71335056.79477245,0.013132983543056804,369700000.0,0.0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,4,6,2,0,4,5,0,7,3,0,4,0,97508922.07755308,382810922.9999815,0.009943704874639438,20152657.837768257,58333696.63158424,0.0009113387354345104,0.0,2682.6726330132124
142,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,3,2,0,0,3,2,2,3,5,4,0,0,0,0,0,0,0.0,273705578.389228,0.0,82719964.5434812,0.0,0.003681850785066423,974500000.0,2573.5118457623457
143,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,0,3,1,5,5,5,4,0,0,3,0,0,0,2848318.669545421,343158559.87674654,0.0002007285847460337,225277367.13762105,8453407.696608048,0.013925833607793196,302400000.0,5545.466430619335
144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,7,5,7,6,3,0,2,4,0,0,1,0.0,411694668.5200032,0.0,214648016.68257257,42738396.479544505,0.09050156752959529,30700000.0,0.0
145,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,3,0,6,1,2,4,7,4,0,5,6,0,1,1,0.0,359830599.69235903,0.0,150768380.2019816,76887724.85193299,0.007604247702886518,176700000.0,4527.728737988672
146,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,2,0,5,10,7,7,4,3,4,4,7,0,0,1,0.0,499191033.91785645,0.0,107454536.26045144,64482112.84428239,0.046516713310916696,321100000.0,0.0
147,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,2,1,0,1,0,1,1,5,2,1,7,7,7,3,0,53435834.986478,227220759.31222463,0.004307775926562437,0.0,122322740.64627846,0.0,460200000.0,1234.3309406100636
148,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,3,4,1,1,5,2,3,5,3,0,0,0,35318599.35304965,334640383.37542266,0.030379055517328998,99339131.56702691,31756465.62997268,0.04286567499481267,205800000.0,0.0
149,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,6,1,4,1,4,1,6,4,0,0,2,0,14433000.656579435,347444468.96186584,0.012332693797939472,53505791.217731506,52025388.26956572,0.023149944115909437,454300000.0,0.0
150,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3,2,6,6,1,6,3,1,9,4,1,7,5,0,0,0,25258405.579098523,447954133.37775666,0.0020684728621520984,9259326.40263016,35552093.1563724,0.0004737003300013977,666000000.0,861.2147088983425
151,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,2,7,4,6,7,4,4,4,4,7,7,0,5,7,0.0,506898266.38737184,0.0,41992075.2757375,135602020.30732808,0.018151138743979268,267200000.0,0.0
152,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,7,2,0,0,7,2,4,6,7,7,0,0,0,18066142.981052108,275388956.19958526,0.008361469957062991,100013948.10011816,52106993.465831816,0.042985281325492966,290400000.0,0.0
153,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,3,0,4,4,1,5,3,4,0,3,0,3,7,55538285.203754246,306532401.8430699,0.0344925221266157,0.0,98596628.74582139,0.0,423600000.0,0.0
154,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,6,7,0,4,7,3,0,1,0,0,4,4,0,0.0,345038083.6464261,0.0,2310722.81662738,77876340.59442927,0.0005878920413043628,1020400000.0,0.0
155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,4,1,5,3,5,1,0,3,3,0,1,0,5417781.599489237,384570389.8464782,0.0005703698233426577,180461475.2995415,42840559.086370476,0.009136111178880293,84600000.0,5524.5228995699
156,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,3,7,5,4,0,3,7,0,0,0,0.0,289478258.8987307,0.0,249612256.10065895,24227584.784522224,0.10582063133593989,302400000.0,0.0
157,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,3,2,6,2,0,1,7,4,1,6,1,0,4,0,1,0,13368499.956068872,351768737.31686836,0.0007181519591295957,5671008.073743039,41384502.87913841,0.0002951241363222931,1118400000.0,514.1854101124493
158,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,3,0,6,3,2,5,0,0,6,0,0,0,5382380.412029492,275898495.32944304,0.004698592298961211,97138718.30472496,12586457.998778107,0.03860586532768162,423600000.0,0.0
159,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,3,2,4,4,4,1,9,0,0,0,6,0,1,1,14433000.656579435,373059692.9920092,0.0014799232557527367,42653637.49673036,63516429.19932103,0.0018217832051535797,151900000.0,1638.065167885849
160,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,1,0,0,6,3,1,4,5,0,8,5,0,3,0,47149915.88449423,278468157.2814709,0.0032735361214306412,1130821.6150963784,60942751.00551768,3.0131413788583347e-05,327000000.0,1183.089551202281
161,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,1,0,7,4,2,6,2,6,1,0,0,3,1,14858968.524682187,297798737.97363937,0.000797201378059097,82119474.64237696,78363135.30430397,0.004256856382219595,61400000.0,2844.9821419332175
162,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,7,0,0,2,2,2,6,7,1,7,0,6,5320428.333974934,216771328.22543928,0.004603235565062903,0.0,134962792.83426893,0.0,248500000.0,0.0
163,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,1,6,6,0,5,5,9,3,0,3,0,4,0,0,0.0,393672911.92836004,0.0,8567525.240307478,41830524.25380514,0.0020929115807844507,673800000.0,0.0
164,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,5,3,9,4,7,7,6,7,62527788.07273433,124966405.42067172,0.02792747690002131,0.0,216882673.7004335,0.0,236500000.0,0.0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,6,5,0,4,1,0,4,3,0,4,0,97508922.07755308,402467813.4912045,0.009943704874639438,20152657.837768257,52741744.580805674,0.0009113387354345104,0.0,2682.6726330132124
166,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,1,0,4,6,3,0,5,5,0,0,6,0,0,0,20346216.04362792,330940220.8002024,0.0020605984070050346,224208135.47783586,12586457.998778107,0.011102097126326803,363800000.0,7220.012226066661
167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,6,4,0,1,0,3,5,7,4,1,0,0,0,67061716.13343707,255348859.5150612,0.05730045484744602,88785513.54729801,35674824.158580944,0.03835609862952298,121200000.0,0.0
168,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,5,0,0,2,0,5,9,6,1,4,7,0,2,0,135540942.58906022,223885245.78011984,0.005390118495013732,77942370.20339063,60796148.78126596,0.004080021234161018,92100000.0,3172.0727169565016
169,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,4,7,4,2,6,4,0,0,7,0,21742123.123703342,294607912.64690596,0.009913061099813198,83956757.77188978,68640671.84705013,0.036227149888969634,333100000.0,0.0
170,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,2,7,6,2,1,0,4,0,3,0,66334059.76230383,183769600.14224607,0.0035526248636181296,0.0,46698814.835344665,0.0,460200000.0,1712.157596423506
171,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,1,6,2,4,7,1,7,0,0,105768444.73860613,200834494.99495772,0.05565029867394883,0.0,79349084.91943601,0.0,253800000.0,0.0
172,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,7,2,1,2,7,4,6,4,0,2,0,1,0,3,0,0.0,416641595.83080435,0.0,108224857.51169461,44443761.34729548,0.0468381141624434,432800000.0,0.0
173,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,0,1,0,0,4,2,5,2,6,1,1,0,3,1,29717937.049364373,206595129.21994102,0.001594402756118194,74365776.82377799,86359970.24847317,0.0038451843032541134,230600000.0,3000.5270758313
174,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,7,2,6,1,0,7,7,6,1,3,0,0,3,0,0.0,410397645.9513888,0.0,108896147.11422119,45414594.22273094,0.00559017404569495,256100000.00000003,3254.024016056496
175,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,1,6,0,1,0,1,2,5,7,7,0,0,0,84290267.818457,264442278.28508782,0.07183813304284725,14063615.34734003,49283477.94245806,0.006047901526996571,460200000.0,0.0
176,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,6,1,0,0,6,6,2,2,7,7,0,0,0,45513082.8705873,243425339.18159008,0.020757463880238157,46064943.04665571,41882524.94451648,0.019690192520562415,764300000.0,0.0
177,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,6,1,2,0,2,1,2,4,1,1,1,0,88036329.50407518,283105626.05353075,0.07543933837211886,6712352.9461710015,76363758.80179434,0.002944984230365729,339000000.0,0.0
178,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,7,0,0,5,0,5,6,0,2,4,0,0,3,104856039.11202879,235481792.00133267,0.06341551979542105,2543858.8660434624,48052708.43575075,0.0005881751205805068,423600000.0,0.0
179,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,1,3,0,0,0,6,2,0,3,4,3,0,0,40221574.46966443,260730739.9823405,0.03419977555877358,27471687.245780833,49528357.006348066,0.009745144839655669,199900000.0,0.0
180,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,2,0,1,0,7,0,0,6,4,1,4,6,0,1,0,49220319.576117,209237754.4829812,0.011971536894813388,51742134.41377586,56273484.844274014,0.008093769403493075,710400000.0,1301.2421241346929
181,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,7,7,3,1,3,5,1,2,5,18066142.981052108,225575005.35445553,0.008361469957062991,12154933.743891016,121848337.09295905,0.004880287319856091,205800000.0,0.0
182,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,3,6,4,4,7,2,7,2,1,6,3,0,0,0,5285027.146515189,444964730.3526396,0.0016375485610207084,127207572.23393911,30032276.640642032,0.01957640631227146,369700000.0,1905.0075306570702
183,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,7,0,7,2,5,2,4,6,7,7,0,0,0.0,313592220.14418155,0.0,0.0,88242618.16171774,0.0,619900000.0,0.0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,7,1,4,3,4,1,1,3,4,0,4,0,5417781.599489237,413956197.2516281,0.004753081861188815,92131677.6110831,59530036.55335611,0.03876999569241303,0.0,0.0
185,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,7,1,6,5,7,5,6,5,0,0,0,2,0,0,0,0.0,490626199.7885215,0.0,224935426.8619259,7332080.219521779,0.01108592335893906,176700000.0,6809.807913330564
186,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,3,1,0,0,5,0,2,0,1,0,0,3,4,0,2,2,11033168.733675355,163055763.15997258,0.0011127106499835067,49488635.85498813,76250235.97724128,0.0025000802989351197,1517400000.0,1730.1895771115474
187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,7,4,1,6,5,1,0,6,0,1,0,46988051.585502654,320490640.5623266,0.02708516819776288,140165765.5716482,44374562.43392786,0.05955404747975153,30700000.0,0.0
188,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,3,0,3,4,6,4,1,4,0,0,1,0,0.0,242317063.94553128,0.0,205128380.823596,41384502.87913841,0.08816696053984428,261300000.0,0.0
189,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,2,0,4,6,4,0,4,2,0,7,1,0,0,0,20346216.04362792,338828886.2616037,0.0020605984070050346,248449206.9572088,22258486.725668453,0.01265518232290582,61400000.0,7897.728850747413
190,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3,0,1,1,0,0,1,7,6,2,0,0,4,0,3,0,79019851.0355001,213008420.2621649,0.004260849281856407,5087717.732086925,40046721.40454503,0.00014116202893932158,641400000.0,2209.863985904564
191,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5,1,1,5,4,0,1,6,2,5,7,6,0,3,7,14433000.656579435,335992887.5193372,0.012332693797939472,40081085.325389504,126008373.29177743,0.01725997565517798,321100000.0,0.0
192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,4,7,5,1,6,2,0,7,0,0,3,1,35318599.35304965,346304527.41066635,0.0036454866620794796,22856089.11137194,72305723.87914447,0.0009963046062299282,121200000.0,1456.0059144056045
193,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,3,3,5,5,0,7,0,4,3,4,0,3,1,0,3,0,10563496.205336962,333407663.13819516,0.0005621630978735957,0.0,45796089.10791659,0.0,1324200000.0,273.1764641313599
194,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,6,1,3,0,3,6,4,3,0,0,7,0,20346216.04362792,310742076.0881651,0.017171653391708622,86005927.30811565,63558141.56874823,0.03718275106994287,61400000.0,0.0
195,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,2,2,0,1,0,3,1,1,0,1,7,1,4,4,0,46746500.43643063,206114858.53476378,0.003761433874412289,1917099.6101565245,100895418.85679123,5.746844168574588e-05,371400000.0,1141.8306569247852
196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,2,3,6,3,7,2,4,7,0,2,0,34486242.08001785,297516672.59584713,0.015378942573907343,81086827.40066369,62726526.244682975,0.035254047152480705,30700000.0,0.0
197,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,3,1,6,2,1,1,7,7,1,6,1,0,4,0,2,0,2749082.776820146,399814933.5572824,0.00015005784887141903,8392607.273596993,43925518.76061992,0.00043062404691729536,900600000.0,324.2414601934866
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,5,7,4,2,1,1,4,3,0,0,0,0.0,339403001.92710066,0.0,274185344.14104855,26347134.242014326,0.014137676168714594,0.0,8201.48525457111
199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,4,0,0,0,0,7,2,1,4,2,0,0,6,136780450.8180143,201354891.690186,0.07770948115644973,0.0,65294347.300567634,0.0,121200000.0,0.0
200,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,7,3,1,3,5,0,2,2,61679335.72140758,124246090.37576556,0.052601862548484805,12279710.067020737,84797490.65621215,0.005192987505761623,290400000.0,0.0
201,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,1,4,0,0,0,1,2,6,7,1,0,0,0,60848512.66676906,197298072.92929757,0.007770527538180229,244396743.91175884,39816568.41869327,0.015855666498670904,286800000.0,6921.299228237482
202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,3,4,2,0,7,6,0,2,4,0,0,1,0,0.0,326011244.71358854,0.0,204360606.50321928,42738396.479544505,0.010634452848163813,30700000.0,6084.602259678661
203,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,2,1,5,5,0,2,6,5,6,4,6,0,3,7,5285027.146515189,362524637.8786024,0.004548746002835301,41992075.2757375,121291880.88595715,0.018151138743979268,151900000.0,0.0
